customer_id,gender,age,married,number_of_dependents,city,zip_code,latitude,longitude,population,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_label,churn_score,cltv,churn_category,churn_reason,age_group
2058-DCJBE,Male,32,No,0,Los Angeles,90012,34.065875,-118.238728,30596,0,5,Offer E,Yes,31.14,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,324.6,0.0,0.0,155.7,480.3,1.0,Churned,Yes,91.0,3965.0,Competitor,Competitor had better devices,Middle age
5364-XYIRR,Male,44,Yes,0,Los Angeles,90013,34.044639,-118.240413,9732,1,51,No offer,Yes,21.08,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,4812.75,0.0,0.0,1075.08,5887.83,1.0,Churned,Yes,91.0,4747.0,Competitor,Competitor had better devices,Middle age
4829-AUOAX,Female,57,No,0,Los Angeles,90014,34.043144,-118.251977,3524,0,46,No offer,Yes,6.18,Yes,Yes,Cable,8,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,96.05,4399.5,0.0,80.0,284.28,4763.78,2.0,Churned,Yes,77.0,2712.0,Price,Extra data charges,Middle age
9158-VCTQB,Female,41,Yes,0,Los Angeles,90023,34.017697,-118.200577,47487,1,41,No offer,Yes,5.01,Yes,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.6,4594.95,0.0,0.0,205.41,4800.36,1.0,Churned,Yes,96.0,4963.0,Price,Extra data charges,Middle age
6311-UEUME,Female,37,No,0,Los Angeles,90025,34.046174,-118.446333,41175,0,29,No offer,Yes,44.33,No,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.9,2384.15,0.0,0.0,1285.57,3669.72,2.0,Churned,Yes,90.0,3249.0,Price,Extra data charges,Middle age
6839-ITVZJ,Female,35,Yes,0,Los Angeles,90037,34.002642,-118.287596,56709,1,26,No offer,Yes,22.33,Yes,Yes,DSL,13,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1616.15,0.0,0.0,580.5799999999999,2196.73,2.0,Churned,Yes,71.0,2039.0,Other,Don't know,Middle age
0375-HVGXO,Female,31,No,0,Los Angeles,90045,33.954017,-118.402447,39334,0,1,Offer E,No,0.0,No,Yes,DSL,8,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,34.7,34.7,0.0,0.0,0.0,34.7,3.0,Churned,Yes,81.0,4476.0,Other,Don't know,Middle age
8593-WHYHV,Male,46,No,0,Los Angeles,90047,33.958149,-118.308441,47107,0,3,Offer E,Yes,14.28,Yes,Yes,Fiber Optic,21,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,264.8,0.0,0.0,42.84,307.64,1.0,Churned,Yes,67.0,4934.0,Other,Don't know,Middle age
6097-EQISJ,Female,41,Yes,0,Los Angeles,90058,34.001617,-118.222274,3642,1,66,Offer A,Yes,48.77,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,102.45,6615.15,0.0,130.0,3218.82,9963.97,1.0,Churned,Yes,82.0,4688.0,Competitor,Competitor had better devices,Middle age
4423-YLHDV,Female,22,Yes,0,Los Angeles,90059,33.927254,-118.249826,38128,1,21,Offer D,Yes,38.52,Yes,Yes,Fiber Optic,59,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,2200.25,0.0,0.0,808.9200000000001,3009.17,1.0,Churned,Yes,67.0,5570.0,Attitude,Attitude of support person,Under 30
0107-YHINA,Male,59,No,0,Los Angeles,90062,34.003553,-118.308933,29299,0,1,No offer,Yes,40.71,Yes,Yes,Fiber Optic,25,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.75,99.75,0.0,0.0,40.71,140.46,1.0,Churned,Yes,93.0,4214.0,Competitor,Competitor had better devices,Middle age
8640-SDGKB,Male,39,No,0,Los Angeles,90066,34.002028,-118.430656,55204,0,4,No offer,Yes,28.89,No,Yes,DSL,3,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.4,299.7,0.0,0.0,115.56,415.26,2.0,Churned,Yes,69.0,3633.0,Attitude,Attitude of support person,Middle age
4116-TZAQJ,Female,23,No,0,Culver City,90230,33.993991,-118.39704,31963,0,9,No offer,Yes,13.86,No,Yes,Fiber Optic,76,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.25,639.65,0.0,0.0,124.74,764.39,1.0,Churned,Yes,76.0,5393.0,Attitude,Attitude of support person,Under 30
3877-JRJIP,Male,50,No,0,Hawthorne,90250,33.914775,-118.348083,93315,0,1,No offer,Yes,22.05,Yes,Yes,Cable,28,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.85,59.85,0.0,0.0,22.05,81.9,2.0,Churned,Yes,71.0,4017.0,Attitude,Attitude of support person,Middle age
7511-YMXVQ,Male,54,No,0,Lynwood,90262,33.923573,-118.200669,69850,0,9,No offer,No,0.0,No,Yes,Cable,20,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.4,418.8,0.0,20.0,0.0,438.8,1.0,Churned,Yes,81.0,5028.0,Competitor,Competitor had better devices,Middle age
7551-JOHTI,Female,54,No,0,Malibu,90265,34.074572,-118.831181,19630,0,1,No offer,Yes,32.45,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.5,19.5,0.0,0.0,32.45,51.95,2.0,Churned,Yes,77.0,5211.0,Attitude,Attitude of support person,Middle age
9804-ICWBG,Male,56,No,0,Pacific Palisades,90272,34.079449,-118.548306,22548,0,1,No offer,Yes,45.5,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.9,69.9,0.0,0.0,45.5,115.4,2.0,Churned,Yes,88.0,3349.0,Attitude,Attitude of support person,Middle age
5318-IXUZF,Female,50,No,0,Redondo Beach,90277,33.830453,-118.384565,34191,0,2,No offer,Yes,6.2,No,Yes,Fiber Optic,6,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.15,183.75,0.0,0.0,12.4,196.15,2.0,Churned,Yes,72.0,4149.0,Other,Don't know,Middle age
3198-VELRD,Female,47,Yes,0,Marina Del Rey,90292,33.977468,-118.445475,18058,1,3,No offer,Yes,38.09,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,264.85,0.0,0.0,114.27,379.12,1.0,Churned,Yes,91.0,2014.0,Competitor,Competitor had better devices,Middle age
9436-ZBZCT,Male,40,No,0,Inglewood,90303,33.936291,-118.332639,27778,0,14,Offer D,Yes,28.65,Yes,Yes,Cable,27,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.95,1178.4,0.0,0.0,401.1,1579.5,2.0,Churned,Yes,90.0,5463.0,Attitude,Attitude of support person,Middle age
7198-GLXTC,Male,33,No,0,La Palma,90623,33.850504,-118.039892,15505,0,2,No offer,Yes,48.66,No,Yes,Fiber Optic,21,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.0,143.65,0.0,0.0,97.32,240.97,3.0,Churned,Yes,92.0,5239.0,Attitude,Attitude of support person,Middle age
0516-VRYBW,Female,39,No,0,Stanton,90680,33.801869,-117.995068,29694,0,18,Offer D,Yes,8.95,No,No,No internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,390.85,0.0,0.0,161.1,551.95,3.0,Churned,Yes,85.0,4931.0,Attitude,Attitude of support person,Middle age
8380-PEFPE,Male,60,No,0,Avalon,90704,33.391181,-118.421305,3699,0,1,No offer,Yes,17.54,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.65,71.65,0.0,0.0,17.54,89.19,1.0,Churned,Yes,93.0,2377.0,Competitor,Competitor had better devices,Middle age
5687-DKDTV,Female,35,No,0,Bellflower,90706,33.887676,-118.127289,72893,0,4,No offer,Yes,37.66,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,77.5,0.0,0.0,150.64,228.14,3.0,Churned,Yes,76.0,5984.0,Attitude,Attitude of support person,Middle age
7530-HDYDS,Female,26,No,0,Lakewood,90712,33.840524,-118.148403,30173,0,38,No offer,Yes,17.66,No,Yes,Fiber Optic,41,No,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,84.25,3264.5,0.0,0.0,671.08,3935.58,2.0,Churned,Yes,70.0,2885.0,Attitude,Attitude of support person,Under 30
3096-IZETN,Female,32,No,0,Lomita,90717,33.794209,-118.317354,21065,0,12,Offer D,Yes,42.55,No,Yes,Fiber Optic,18,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,78.1,947.3,0.0,0.0,510.6,1457.9,3.0,Churned,Yes,89.0,4741.0,Attitude,Attitude of support person,Middle age
5922-ABDVO,Female,20,Yes,0,Seal Beach,90740,33.75462,-118.071128,24180,1,19,Offer D,Yes,21.71,Yes,Yes,Fiber Optic,47,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.65,1761.05,0.0,80.0,412.49,2253.54,3.0,Churned,Yes,74.0,3046.0,Attitude,Attitude of support person,Under 30
9172-ANCRX,Female,35,No,0,Carson,90745,33.822295,-118.26411,55486,0,10,Offer D,Yes,37.36,Yes,Yes,Fiber Optic,28,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.7,973.25,0.0,0.0,373.6,1346.85,1.0,Churned,Yes,68.0,5561.0,Attitude,Attitude of support person,Middle age
6910-HADCM,Female,63,No,0,Long Beach,90808,33.823943,-118.111335,37417,0,1,No offer,Yes,7.26,No,Yes,Cable,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.35,76.35,0.0,0.0,7.26,83.61,2.0,Churned,Yes,67.0,5613.0,Attitude,Attitude of support person,Middle age
4816-LXZYW,Female,51,No,0,Long Beach,90810,33.819814,-118.222416,35656,0,23,Offer D,Yes,33.44,Yes,Yes,Fiber Optic,11,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,1676.95,0.0,0.0,769.1199999999999,2446.07,1.0,Churned,Yes,68.0,5216.0,Competitor,Competitor had better devices,Middle age
4911-BANWH,Female,44,No,0,Sunland,91040,34.282704,-118.312929,18752,0,31,No offer,Yes,33.38,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.55,2697.4,0.0,0.0,1034.78,3732.18,3.0,Churned,Yes,74.0,4198.0,Attitude,Attitude of support person,Middle age
8496-EJAUI,Male,47,No,0,Tujunga,91042,34.296574,-118.244839,26753,0,19,Offer D,Yes,1.79,No,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.85,1424.5,0.0,130.0,34.01,1588.51,3.0,Churned,Yes,89.0,2251.0,Attitude,Attitude of support person,Middle age
6365-MTGZX,Male,44,No,0,Glendale,91206,34.162515,-118.203869,31297,0,24,No offer,Yes,24.76,No,Yes,Fiber Optic,2,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.0,2122.45,0.0,0.0,594.24,2716.69,1.0,Churned,Yes,71.0,3068.0,Competitor,Competitor had better devices,Middle age
1349-WXNGG,Male,57,No,0,Glendale,91207,34.182378,-118.262922,9864,0,1,No offer,Yes,12.0,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.05,20.05,0.0,0.0,12.0,32.05,2.0,Churned,Yes,66.0,4710.0,Attitude,Attitude of support person,Middle age
6990-YNRIO,Male,53,Yes,0,Agoura Hills,91301,34.129058,-118.759788,25303,0,65,No offer,Yes,41.88,Yes,Yes,Fiber Optic,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,108.65,6937.95,0.0,0.0,2722.2000000000003,9660.15,1.0,Churned,Yes,79.0,6120.0,Attitude,Attitude of support person,Middle age
0621-TWIEM,Male,28,No,0,Newhall,91321,34.370378,-118.504118,30742,0,10,Offer D,Yes,34.44,No,Yes,Cable,69,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,45.55,402.6,0.0,0.0,344.4,747.0,1.0,Churned,Yes,67.0,4097.0,Attitude,Attitude of support person,Under 30
2485-ITVKB,Female,36,Yes,0,Northridge,91325,34.236683,-118.517588,32307,1,2,Offer E,No,0.0,No,Yes,DSL,12,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,35.1,68.75,0.0,10.0,0.0,78.75,2.0,Churned,Yes,78.0,2643.0,Attitude,Attitude of support person,Middle age
3669-OYSJI,Male,47,No,0,Porter Ranch,91326,34.281911,-118.556218,28067,0,1,Offer E,Yes,48.58,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,46.2,46.2,0.0,0.0,48.58,94.78,2.0,Churned,Yes,76.0,4167.0,Attitude,Attitude of support person,Middle age
1612-EOHDH,Female,29,No,0,Pacoima,91331,34.255442,-118.421314,97318,0,1,Offer E,Yes,30.92,No,Yes,DSL,69,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,45.15,45.15,0.0,0.0,30.92,76.07,3.0,Churned,Yes,89.0,5828.0,Attitude,Attitude of support person,Under 30
7517-SAWMO,Female,31,Yes,0,Granada Hills,91344,34.291273,-118.505104,48867,1,19,Offer D,Yes,25.75,No,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.2,1441.1,0.0,0.0,489.25,1930.35,2.0,Churned,Yes,90.0,4718.0,Attitude,Attitude of support person,Middle age
4143-HHPMK,Male,46,No,0,Mission Hills,91345,34.266389,-118.459744,17112,0,52,No offer,Yes,48.13,No,Yes,Fiber Optic,12,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.35,4338.6,0.0,90.0,2502.76,6931.360000000001,3.0,Churned,Yes,91.0,6402.0,Attitude,Attitude of support person,Middle age
7054-LGEQW,Female,23,No,0,Canyon Country,91351,34.422519,-118.420717,59259,0,1,Offer E,Yes,5.12,No,Yes,DSL,30,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,45.95,45.95,0.0,0.0,5.12,51.07,2.0,Churned,Yes,69.0,4888.0,Attitude,Attitude of support person,Under 30
0923-PNFUB,Female,55,No,0,Westlake Village,91361,34.130992,-118.894673,18735,0,3,Offer E,Yes,46.36,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.75,247.25,0.0,0.0,139.07999999999998,386.33,2.0,Churned,Yes,65.0,4852.0,Attitude,Attitude of support person,Middle age
3494-JCHRQ,Male,38,No,0,Van Nuys,91411,34.17847,-118.459472,23646,0,1,No offer,Yes,27.89,No,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.05,70.05,0.0,0.0,27.89,97.94,2.0,Churned,Yes,69.0,2699.0,Attitude,Attitude of support person,Middle age
6474-FVJLC,Male,61,No,0,Sherman Oaks,91423,34.146957,-118.432138,29387,0,2,Offer E,Yes,43.47,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.0,165.45,0.0,0.0,86.94,252.39,2.0,Churned,Yes,77.0,4546.0,Attitude,Attitude of support person,Middle age
4547-LYTDD,Female,35,No,0,North Hollywood,91601,34.1692,-118.372498,36625,0,16,Offer D,Yes,46.99,Yes,Yes,Fiber Optic,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.65,1194.3,0.0,0.0,751.84,1946.14,1.0,Churned,Yes,73.0,2850.0,Competitor,Competitor had better devices,Middle age
6770-XUAGN,Female,30,Yes,0,North Hollywood,91605,34.207295,-118.400022,57146,1,1,Offer E,Yes,16.66,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.0,21.0,0.0,0.0,16.66,37.66,2.0,Churned,Yes,90.0,3753.0,Attitude,Attitude of support person,Middle age
3143-ILDAL,Male,21,No,0,El Monte,91732,34.074492,-118.01462,62660,0,56,No offer,Yes,25.41,Yes,Yes,Fiber Optic,51,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45,5124.6,0.0,0.0,1422.96,6547.56,3.0,Churned,Yes,96.0,4830.0,Attitude,Attitude of support person,Under 30
4720-VSTSI,Female,54,No,0,Monterey Park,91754,34.050322,-118.147037,33280,0,44,No offer,Yes,40.17,Yes,Yes,Fiber Optic,6,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,3862.55,0.0,0.0,1767.48,5630.030000000001,2.0,Churned,Yes,66.0,3997.0,Attitude,Attitude of support person,Middle age
3946-MHCZW,Male,50,No,0,Ontario,91761,34.035602,-117.591528,56280,0,1,Offer E,Yes,6.95,No,Yes,DSL,11,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,50.9,50.9,0.0,0.0,6.95,57.85,1.0,Churned,Yes,83.0,5111.0,Attitude,Attitude of support person,Middle age
6651-AZVTJ,Male,27,Yes,0,Pomona,91768,34.067932,-117.785168,36057,1,49,No offer,Yes,46.94,Yes,Yes,Fiber Optic,73,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.8,4872.45,0.0,130.0,2300.06,7302.51,1.0,Churned,Yes,83.0,6088.0,Attitude,Attitude of support person,Under 30
4566-GOLUK,Male,43,Yes,0,Rosemead,91770,34.065108,-118.082791,61623,1,47,No offer,Yes,37.74,Yes,Yes,Fiber Optic,7,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.35,5118.95,0.0,0.0,1773.7800000000002,6892.73,2.0,Churned,Yes,91.0,3620.0,Attitude,Attitude of support person,Middle age
2484-DGXPZ,Female,45,Yes,0,San Dimas,91773,34.102119,-117.815532,33878,1,31,No offer,Yes,30.07,No,No,No internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.55,658.95,0.0,0.0,932.17,1591.12,3.0,Churned,Yes,67.0,2687.0,Attitude,Attitude of support person,Middle age
4587-NUKOX,Female,60,No,0,Walnut,91789,34.018354,-117.85492,45118,0,3,Offer E,Yes,32.43,No,Yes,Fiber Optic,2,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,246.5,0.0,0.0,97.29,343.79,1.0,Churned,Yes,74.0,5339.0,Attitude,Attitude of support person,Middle age
0420-BWTPW,Male,40,No,0,San Diego,92117,32.825086,-117.199424,51213,0,8,No offer,No,0.0,No,Yes,DSL,16,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,25.5,215.2,0.0,0.0,0.0,215.2,2.0,Churned,Yes,78.0,5578.0,Attitude,Attitude of support person,Middle age
8183-ONMXC,Female,41,No,0,San Diego,92117,32.825086,-117.199424,51213,0,2,No offer,Yes,5.11,No,Yes,Fiber Optic,6,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.75,159.45,0.0,0.0,10.22,169.67,3.0,Churned,Yes,87.0,2176.0,Competitor,Competitor made better offer,Middle age
9614-RMGHA,Male,29,Yes,0,San Diego,92117,32.825086,-117.199424,51213,0,65,No offer,Yes,36.75,Yes,Yes,Fiber Optic,73,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.85,5940.85,0.0,0.0,2388.75,8329.6,3.0,Churned,Yes,82.0,5530.0,Competitor,Competitor made better offer,Under 30
5054-IEXZT,Male,41,No,0,San Diego,92117,32.825086,-117.199424,51213,0,1,No offer,Yes,32.82,No,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.35,75.35,0.0,10.0,32.82,118.17,3.0,Churned,Yes,90.0,5284.0,Competitor,Competitor made better offer,Middle age
5834-ASPWA,Male,55,No,0,San Diego,92117,32.825086,-117.199424,51213,0,1,No offer,Yes,11.58,Yes,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.45,75.45,0.0,0.0,11.58,87.03,3.0,Churned,Yes,74.0,5518.0,Competitor,Competitor made better offer,Middle age
3948-XHGNA,Male,35,No,0,San Diego,92117,32.825086,-117.199424,51213,0,24,No offer,Yes,14.39,No,Yes,DSL,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.55,1210.4,0.0,0.0,345.36,1555.7600000000002,1.0,Churned,Yes,80.0,5005.0,Other,Don't know,Middle age
0565-IYCGT,Male,51,No,0,San Diego,92117,32.825086,-117.199424,51213,0,69,Offer A,Yes,29.38,Yes,Yes,DSL,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,78.6,5356.45,0.0,0.0,2027.22,7383.67,1.0,Churned,Yes,93.0,6230.0,Competitor,Competitor made better offer,Middle age
5445-UTODQ,Female,35,Yes,0,San Diego,92117,32.825086,-117.199424,51213,1,7,No offer,Yes,11.58,No,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.1,576.65,0.0,0.0,81.06,657.71,2.0,Churned,Yes,87.0,3238.0,Competitor,Competitor made better offer,Middle age
1024-VRZHF,Male,39,Yes,0,San Diego,92117,32.825086,-117.199424,51213,1,11,Offer D,Yes,21.58,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,825.7,0.0,0.0,237.38,1063.08,1.0,Churned,Yes,70.0,2044.0,Competitor,Competitor made better offer,Middle age
0348-SDKOL,Female,33,Yes,0,San Diego,92117,32.825086,-117.199424,51213,1,58,No offer,Yes,3.51,Yes,Yes,Fiber Optic,28,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,102.1,5885.4,0.0,100.0,203.58,6188.98,2.0,Churned,Yes,96.0,4415.0,Competitor,Competitor made better offer,Middle age
4373-MAVJG,Female,64,Yes,0,San Diego,92117,32.825086,-117.199424,51213,1,14,Offer D,Yes,13.64,Yes,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.9,1259.0,0.0,0.0,190.96,1449.96,2.0,Churned,Yes,70.0,5148.0,Competitor,Competitor made better offer,Middle age
8901-HJXTF,Female,46,Yes,0,San Diego,92117,32.825086,-117.199424,51213,1,12,No offer,No,0.0,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,29.2,309.1,0.0,0.0,0.0,309.1,1.0,Churned,Yes,94.0,3747.0,Competitor,Competitor made better offer,Middle age
5419-KLXBN,Female,36,Yes,0,San Diego,92117,32.825086,-117.199424,51213,1,25,No offer,Yes,24.64,No,Yes,Fiber Optic,5,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,2257.75,0.0,0.0,616.0,2873.75,2.0,Churned,Yes,90.0,5853.0,Competitor,Competitor made better offer,Middle age
9828-AOQLM,Female,37,Yes,0,San Diego,92117,32.825086,-117.199424,51213,3,1,No offer,Yes,12.8,No,Yes,DSL,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.7,45.7,0.0,0.0,12.8,58.5,1.0,Churned,Yes,91.0,3187.0,Competitor,Competitor made better offer,Middle age
7615-ESMYF,Female,23,Yes,0,San Diego,92117,32.825086,-117.199424,51213,1,2,No offer,No,0.0,No,Yes,Cable,51,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,44.6,97.1,0.0,0.0,0.0,97.1,3.0,Churned,Yes,70.0,5482.0,Competitor,Competitor made better offer,Under 30
3858-VOBET,Male,48,No,0,San Diego,92117,32.825086,-117.199424,51213,0,23,No offer,Yes,28.8,Yes,Yes,Cable,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.95,1710.45,0.0,0.0,662.4,2372.85,3.0,Churned,Yes,89.0,5897.0,Competitor,Competitor made better offer,Middle age
1447-PJGGA,Female,39,No,0,San Diego,92117,32.825086,-117.199424,51213,0,57,No offer,Yes,17.55,No,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.25,5464.65,0.0,0.0,1000.35,6465.0,1.0,Churned,Yes,93.0,5789.0,Competitor,Competitor made better offer,Middle age
8565-CLBZW,Male,23,No,0,San Diego,92117,32.825086,-117.199424,51213,0,24,No offer,Yes,27.97,Yes,Yes,Fiber Optic,58,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.85,2165.05,0.0,0.0,671.28,2836.33,3.0,Churned,Yes,95.0,2050.0,Competitor,Competitor made better offer,Under 30
9139-WQQDY,Female,35,Yes,0,San Diego,92117,32.825086,-117.199424,51213,1,49,No offer,Yes,26.37,Yes,Yes,Fiber Optic,19,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,100.45,4941.8,0.0,0.0,1292.13,6233.93,3.0,Churned,Yes,90.0,4235.0,Other,Poor expertise of online support,Middle age
0224-HJAPT,Male,25,No,0,San Diego,92117,32.825086,-117.199424,51213,0,5,No offer,Yes,22.01,Yes,Yes,Cable,85,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,0.0,0.0,110.05,333.20000000000005,2.0,Churned,Yes,82.0,2857.0,Competitor,Competitor made better offer,Under 30
8086-OVPWV,Male,58,No,0,San Diego,92117,32.825086,-117.199424,51213,0,2,No offer,Yes,26.47,No,Yes,Fiber Optic,10,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.2,181.1,0.0,10.0,52.94,244.04,1.0,Churned,Yes,91.0,2384.0,Competitor,Competitor made better offer,Middle age
9430-FRQOC,Female,33,No,0,San Diego,92117,32.825086,-117.199424,51213,0,4,No offer,Yes,32.46,Yes,Yes,Fiber Optic,3,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,87.1,341.45,0.0,0.0,129.84,471.29,2.0,Churned,Yes,80.0,5587.0,Competitor,Competitor made better offer,Middle age
