Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason
1591-NFNLQ,Male,38,No,No,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,No,0,51,None,Yes,5.62,Yes,Yes,Fiber Optic,16,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,80.0,4242.35,0.0,0,286.62,4528.97,3,Churned,Yes,91,4769,Other,Poor expertise of online support
0596-BQCEQ,Female,32,No,No,Yes,No,0,United States,California,Hydesville,95547,40.557314,-124.081662,1201,Q3,Yes,1,62,None,Yes,48.58,No,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.15,6283.3,0.0,0,3011.96,9295.26,1,Churned,Yes,93,4120,Competitor,Competitor had better devices
1481-ZUWZA,Male,52,No,No,No,No,0,United States,California,Klamath,95548,41.572813,-124.035011,1215,Q3,No,0,28,None,Yes,35.52,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.5,2659.4,0.0,0,994.5600000000001,3653.96,1,Churned,Yes,80,5433,Dissatisfaction,Service dissatisfaction
2309-OSFEU,Male,42,No,No,No,No,0,United States,California,Smith River,95567,41.950683,-124.097094,2020,Q3,No,0,10,None,No,0.0,No,Yes,DSL,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,33.9,298.45,0.0,0,0.0,298.45,1,Churned,Yes,84,2529,Attitude,Attitude of support person
7613-LLQFO,Male,41,No,No,No,No,0,United States,California,Amador City,95601,38.431407,-120.8421,222,Q3,No,0,12,None,Yes,12.36,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,1059.55,0.0,0,148.32,1207.87,2,Churned,Yes,91,3330,Dissatisfaction,Limited range of services
2640-PMGFL,Male,35,No,No,No,No,0,United States,California,West Sacramento,95605,38.592745,-121.540036,12756,Q3,No,0,27,None,Yes,24.72,Yes,Yes,Fiber Optic,29,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.5,2180.55,0.0,0,667.4399999999999,2847.9900000000002,1,Churned,Yes,91,2518,Price,Lack of affordable download/upload speed
3801-HMYNL,Male,44,No,No,Yes,No,0,United States,California,Brooks,95606,38.809804,-122.241383,382,Q3,Yes,1,1,None,Yes,32.35,No,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,89.15,89.15,0.0,0,32.35,121.5,1,Churned,Yes,68,3123,Competitor,Competitor had better devices
4484-CGXFK,Female,45,No,No,No,No,0,United States,California,El Dorado,95623,38.63153,-120.842609,4097,Q3,No,0,3,None,Yes,25.96,No,Yes,DSL,7,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,196.15,0.0,0,77.88,274.03,1,Churned,Yes,96,3190,Dissatisfaction,Product dissatisfaction
6214-EDAKZ,Female,32,No,No,Yes,Yes,1,United States,California,Elverta,95626,38.734997,-121.463719,6197,Q3,Yes,1,22,None,Yes,5.26,No,Yes,DSL,19,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,55.15,1206.05,0.0,30,115.72,1351.77,2,Churned,Yes,79,5115,Dissatisfaction,Service dissatisfaction
6127-ISGTU,Female,34,No,No,Yes,No,0,United States,California,Garden Valley,95633,38.852544,-120.837669,2536,Q3,Yes,1,16,None,Yes,6.82,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.95,1378.25,0.0,0,109.12,1487.37,3,Churned,Yes,67,3075,Attitude,Attitude of support person
8740-XLHDR,Male,30,No,No,No,No,0,United States,California,Greenwood,95635,38.921333,-120.897718,1140,Q3,No,0,5,None,No,0.0,No,Yes,Cable,59,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,43.25,219.0,0.0,0,0.0,219.0,2,Churned,Yes,67,5824,Dissatisfaction,Network reliability
1208-DNHLN,Male,60,No,No,Yes,No,0,United States,California,Grizzly Flats,95636,38.636102,-120.522149,659,Q3,Yes,1,23,None,Yes,5.8,Yes,Yes,DSL,12,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,48.35,1067.15,0.0,0,133.4,1200.5500000000002,2,Churned,Yes,83,4580,Other,Don't know
1761-AEZZR,Male,59,No,No,No,No,0,United States,California,Guinda,95637,38.830739,-122.196202,228,Q3,No,0,1,None,Yes,4.04,No,Yes,Fiber Optic,6,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.55,79.55,0.0,0,4.04,83.59,2,Churned,Yes,72,5593,Other,Don't know
7120-RFMVS,Male,31,No,No,No,No,0,United States,California,Isleton,95641,38.154823,-121.601358,2010,Q3,No,0,1,None,Yes,6.89,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.5,84.5,0.0,0,6.89,91.39,2,Churned,Yes,73,4340,Price,Price too high
7317-GGVPB,Male,57,No,No,Yes,No,0,United States,California,Lotus,95651,38.815515,-120.916997,485,Q3,Yes,1,71,Offer A,Yes,5.76,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,108.6,7690.9,0.0,20,408.96,8119.86,1,Churned,Yes,90,4982,Dissatisfaction,Product dissatisfaction
1322-AGOQM,Male,57,No,No,No,No,0,United States,California,Mather,95655,38.549822,-121.266725,929,Q3,No,0,46,None,No,0.0,No,Yes,DSL,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.3,1380.1,0.0,0,0.0,1380.1,2,Churned,Yes,95,2243,Dissatisfaction,Service dissatisfaction
5692-FPTAH,Female,32,No,No,No,No,0,United States,California,Nicolaus,95659,38.788898,-121.608624,751,Q3,No,0,1,None,Yes,38.31,No,Yes,Cable,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.4,45.4,0.0,0,38.31,83.71000000000001,2,Churned,Yes,67,2168,Dissatisfaction,Network reliability
1550-LOAHA,Female,53,No,No,Yes,No,0,United States,California,Orangevale,95662,38.689174,-121.218435,32040,Q3,Yes,1,32,None,Yes,37.48,No,Yes,Fiber Optic,13,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.15,2585.95,0.0,0,1199.36,3785.3099999999995,2,Churned,Yes,74,4017,Dissatisfaction,Limited range of services
0268-QKIWO,Female,41,No,No,No,No,0,United States,California,Pilot Hill,95664,38.803731,-121.043799,1173,Q3,No,0,3,Offer E,Yes,24.63,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.75,58.85,0.0,0,73.89,132.74,3,Churned,Yes,83,2647,Attitude,Attitude of support person
0876-WDUUZ,Female,62,No,No,No,No,0,United States,California,Pine Grove,95665,38.400264,-120.641274,4354,Q3,No,0,5,Offer E,Yes,43.51,No,Yes,Fiber Optic,17,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.4,425.9,0.0,0,217.54999999999998,643.4499999999999,2,Churned,Yes,90,3716,Price,Long distance charges
0617-FHSGK,Male,62,No,No,No,No,0,United States,California,Rancho Cordova,95670,38.602723,-121.279913,49729,Q3,No,0,49,None,Yes,19.08,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,75.2,3678.3,0.0,20,934.92,4633.22,2,Churned,Yes,90,5283,Price,Extra data charges
2858-MOFSQ,Female,50,No,No,No,No,0,United States,California,Rio Oso,95674,38.954144,-121.482536,947,Q3,No,0,17,None,Yes,24.31,Yes,Yes,DSL,21,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Mailed Check,55.85,937.5,0.0,0,413.27,1350.77,2,Churned,Yes,76,5472,Price,Price too high
7005-CCBKV,Male,53,No,No,No,No,0,United States,California,Thornton,95686,38.157794,-121.520223,1472,Q3,No,0,6,None,Yes,21.97,No,Yes,Fiber Optic,9,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.4,556.35,0.0,0,131.82,688.1700000000001,3,Churned,Yes,77,4539,Dissatisfaction,Service dissatisfaction
4250-FDVOU,Female,44,No,No,No,No,0,United States,California,Woodland,95695,38.71967,-121.862416,38547,Q3,No,0,6,Offer E,Yes,17.18,No,Yes,DSL,22,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.25,389.1,0.0,0,103.08,492.18,1,Churned,Yes,95,4110,Attitude,Attitude of support person
2141-RRYGO,Female,51,No,No,No,No,0,United States,California,Camino,95709,38.748316,-120.675512,4829,Q3,No,0,4,Offer E,Yes,10.64,No,Yes,DSL,23,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.65,261.25,0.0,0,42.56,303.81,3,Churned,Yes,76,5274,Other,Poor expertise of online support
6376-GAHQE,Male,48,No,No,No,No,0,United States,California,Dutch Flat,95714,39.197215,-120.83679,350,Q3,No,0,4,Offer E,Yes,42.8,No,Yes,Fiber Optic,28,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,77.85,299.2,0.0,10,171.2,480.4,2,Churned,Yes,65,2140,Other,Don't know
5052-PNLOS,Male,50,No,No,No,No,0,United States,California,Echo Lake,95721,38.851842,-120.076204,69,Q3,No,0,3,Offer E,Yes,13.83,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.35,323.25,0.0,0,41.49,364.74,3,Churned,Yes,65,3662,Other,Poor expertise of online support
6979-ZNSFF,Female,48,No,No,No,No,0,United States,California,Pollock Pines,95726,38.733908,-120.453416,8577,Q3,No,0,8,Offer E,Yes,45.59,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,87.05,762.1,0.0,0,364.72,1126.8200000000002,1,Churned,Yes,69,2545,Price,Price too high
2386-LAHRK,Male,22,Yes,No,No,No,0,United States,California,Weimar,95736,39.00978,-120.978273,31,Q3,No,0,1,None,Yes,14.58,No,Yes,DSL,73,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,53.5,53.5,0.0,0,14.58,68.08,1,Churned,Yes,80,5094,Dissatisfaction,Product dissatisfaction
6032-IGALN,Female,35,No,No,No,No,0,United States,California,Granite Bay,95746,38.749466,-121.184196,20675,Q3,No,0,1,None,No,0.0,No,Yes,Cable,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,25.1,25.1,0.0,0,0.0,25.1,1,Churned,Yes,79,4769,Competitor,Competitor had better devices
0516-WJVXC,Female,21,Yes,No,No,No,0,United States,California,Sacramento,95818,38.556306,-121.495817,21313,Q3,No,0,5,None,Yes,3.61,No,Yes,DSL,69,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.2,308.25,0.0,0,18.05,326.3,1,Churned,Yes,78,5476,Dissatisfaction,Network reliability
8809-RIHDD,Male,47,No,No,Yes,No,0,United States,California,Sacramento,95827,38.549185,-121.328386,19611,Q3,Yes,1,72,None,Yes,3.07,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.4,7372.65,0.0,0,221.04,7593.69,3,Churned,Yes,83,5055,Price,Lack of affordable download/upload speed
4822-NGOCH,Female,60,No,No,No,No,0,United States,California,Sacramento,95831,38.494832,-121.529447,42832,Q3,No,0,13,None,Yes,21.88,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,1058.6,0.0,0,284.44,1343.04,2,Churned,Yes,74,5801,Price,Long distance charges
1432-FPAXX,Female,53,No,No,No,No,0,United States,California,Beale Afb,95903,39.125311,-121.392283,5654,Q3,No,0,29,None,No,0.0,No,Yes,DSL,7,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.6,856.35,0.0,0,0.0,856.35,2,Churned,Yes,77,3615,Dissatisfaction,Product dissatisfaction
3884-HCSWG,Female,51,No,No,No,No,0,United States,California,Camptonville,95922,39.432127,-121.099287,632,Q3,No,0,17,None,Yes,7.66,No,Yes,Fiber Optic,17,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.0,1144.5,0.0,80,130.22,1354.72,1,Churned,Yes,70,4390,Attitude,Attitude of support person
5077-DXTCG,Female,37,No,No,No,No,0,United States,California,Challenge,95925,39.461768,-121.195825,262,Q3,No,0,1,None,Yes,26.41,No,Yes,Cable,26,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.3,45.3,0.0,0,26.41,71.71,1,Churned,Yes,86,2293,Competitor,Competitor had better devices
1142-WACZW,Male,64,No,No,No,No,0,United States,California,Chico,95926,39.745712,-121.84333,35808,Q3,No,0,2,None,No,0.0,No,Yes,Cable,11,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.85,75.6,0.0,0,0.0,75.6,2,Churned,Yes,95,4268,Other,Don't know
4892-VLANZ,Male,40,No,No,No,No,0,United States,California,Colusa,95932,39.273096,-122.050763,7503,Q3,No,0,1,None,Yes,9.66,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.8,19.8,0.0,0,9.66,29.46,3,Churned,Yes,96,5600,Price,Long distance charges
2919-HBCJO,Female,36,No,No,No,No,0,United States,California,Downieville,95936,39.578792,-120.780786,404,Q3,No,0,4,None,Yes,24.09,No,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.65,333.6,0.0,0,96.36,429.96000000000004,1,Churned,Yes,90,4580,Other,Moved
4236-XPXAV,Female,45,No,No,Yes,No,0,United States,California,Dunnigan,95937,38.931425,-121.946081,19,Q3,Yes,1,5,None,Yes,9.23,No,Yes,Fiber Optic,25,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,99.15,465.05,0.0,0,46.150000000000006,511.20000000000005,2,Churned,Yes,74,2283,Other,Moved
3030-YZADT,Male,57,No,No,No,No,0,United States,California,Grass Valley,95949,39.099204,-121.137962,17922,Q3,No,0,9,Offer E,Yes,2.88,No,Yes,DSL,26,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,44.95,431.0,0.0,10,25.919999999999998,466.92,1,Churned,Yes,66,5023,Competitor,Competitor had better devices
7410-KTVFV,Male,53,No,No,Yes,No,0,United States,California,Grimes,95950,39.033058,-121.895718,531,Q3,Yes,1,18,None,Yes,19.05,No,Yes,DSL,26,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,49.55,878.35,0.0,0,342.90000000000003,1221.25,1,Churned,Yes,90,2815,Competitor,Competitor had better devices
8393-DLHGA,Male,55,No,No,No,No,0,United States,California,Palermo,95968,39.435756,-121.552071,1254,Q3,No,0,25,None,Yes,5.27,No,Yes,Fiber Optic,4,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,2448.75,0.0,0,131.75,2580.5,1,Churned,Yes,68,2241,Competitor,Competitor offered more data
2834-SPCJV,Male,40,No,No,Yes,No,0,United States,California,Rough And Ready,95975,39.225634,-121.156163,1601,Q3,Yes,1,52,None,Yes,38.37,No,Yes,Fiber Optic,14,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.1,4348.65,0.0,0,1995.2399999999998,6343.889999999999,1,Churned,Yes,75,6216,Competitor,Competitor had better devices
0587-DMGBH,Female,48,No,No,No,No,0,United States,California,Willows,95988,39.493991,-122.286363,8812,Q3,No,0,8,None,Yes,37.79,No,Yes,Cable,25,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.85,365.55,13.01,10,302.32,664.86,3,Churned,Yes,75,2269,Competitor,Competitor offered higher download speeds
3523-QRQLL,Female,22,Yes,No,Yes,No,0,United States,California,Bieber,96009,41.083464,-121.107929,595,Q3,Yes,1,22,None,Yes,35.04,No,Yes,DSL,76,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,69.5,1498.2,49.57,0,770.88,2219.51,2,Churned,Yes,94,5922,Competitor,Competitor offered more data
0895-DQHEW,Male,47,No,No,Yes,No,0,United States,California,Burney,96013,40.946785,-121.719489,4552,Q3,Yes,1,54,None,Yes,35.46,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.3,5278.15,11.45,0,1914.8400000000001,7181.54,1,Churned,Yes,77,4019,Competitor,Competitor offered more data
8149-RSOUN,Female,49,No,No,No,No,0,United States,California,Dorris,96023,41.949216,-122.050062,1162,Q3,No,0,1,Offer E,Yes,16.15,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,93.85,0.0,0,16.15,110.0,3,Churned,Yes,78,3014,Competitor,Competitor offered more data
7250-EQKIY,Female,47,No,No,Yes,Yes,2,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,Yes,1,1,Offer E,Yes,9.73,No,Yes,DSL,29,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,50.45,50.45,0.0,0,9.73,60.18000000000001,2,Churned,Yes,75,2426,Competitor,Competitor made better offer
4013-UBXWQ,Female,33,No,No,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,No,0,7,Offer E,Yes,48.82,Yes,Yes,Cable,19,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,521.1,28.35,0,341.74,834.49,3,Churned,Yes,67,4612,Competitor,Competitor made better offer
5519-NPHVG,Female,53,No,No,No,No,0,United States,California,Klamath River,96050,41.816595,-122.948287,482,Q3,No,0,12,None,Yes,12.75,Yes,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.2,1046.1,7.39,120,153.0,1311.7099999999998,3,Churned,Yes,73,3975,Price,Price too high
8849-GYOKR,Female,59,No,No,Yes,No,0,United States,California,Mineral,96063,40.408796,-121.579609,124,Q3,Yes,2,54,None,Yes,8.83,Yes,Yes,Fiber Optic,21,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,106.55,5763.3,0.0,0,476.82,6240.12,1,Churned,Yes,90,4893,Dissatisfaction,Product dissatisfaction
3148-BLQJT,Male,33,No,No,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,No,0,1,Offer E,Yes,16.81,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.1,20.1,0.0,0,16.81,36.91,1,Churned,Yes,80,5747,Competitor,Competitor made better offer
0461-CVKMU,Female,45,No,No,Yes,No,0,United States,California,Oak Run,96069,40.689243,-122.037023,829,Q3,No,0,23,None,Yes,38.81,No,Yes,Fiber Optic,28,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.8,1900.25,0.0,0,892.6300000000001,2792.88,1,Churned,Yes,80,5737,Attitude,Attitude of support person
8806-EAGWC,Male,25,Yes,No,No,No,0,United States,California,Old Station,96071,40.656287,-121.428965,182,Q3,No,0,3,Offer E,Yes,22.77,No,Yes,DSL,51,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55.15,159.15,0.0,0,68.31,227.46,2,Churned,Yes,78,5698,Dissatisfaction,Network reliability
4183-WCSEP,Male,46,No,No,No,No,0,United States,California,Weaverville,96093,40.759401,-122.939337,3749,Q3,No,0,31,None,Yes,34.38,No,Yes,Fiber Optic,20,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,78.45,2435.15,0.0,40,1065.78,3540.9300000000003,1,Churned,Yes,72,3091,Price,Long distance charges
5498-TXHLF,Female,39,No,No,Yes,No,0,United States,California,Whitmore,96096,40.637105,-121.906949,843,Q3,Yes,1,34,None,Yes,40.78,Yes,Yes,Fiber Optic,4,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.45,2874.15,0.0,0,1386.52,4260.67,3,Churned,Yes,91,3358,Price,Extra data charges
9722-UJOJR,Male,36,No,No,Yes,No,0,United States,California,Blairsden Graeagle,96103,39.783747,-120.661032,1839,Q3,Yes,1,29,None,Yes,11.24,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.75,1974.8,0.0,0,325.96,2300.7599999999998,1,Churned,Yes,73,2663,Price,Price too high
6772-KSATR,Male,31,No,No,No,No,0,United States,California,Eagleville,96110,41.280341,-120.150381,132,Q3,No,0,1,Offer E,Yes,9.81,Yes,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.7,81.7,0.0,0,9.81,91.51,1,Churned,Yes,83,5574,Dissatisfaction,Service dissatisfaction
7112-OPOTK,Male,37,No,No,No,No,0,United States,California,Fort Bidwell,96112,41.932207,-120.135941,231,Q3,No,0,33,None,Yes,28.84,No,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,68.25,2171.15,0.0,0,951.72,3122.87,2,Churned,Yes,91,5647,Attitude,Attitude of support person
4210-QFJMF,Female,41,No,No,No,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,No,0,4,Offer E,Yes,36.91,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.15,317.25,0.0,0,147.64,464.89,1,Churned,Yes,68,5762,Competitor,Competitor made better offer
5828-AVIPD,Male,29,Yes,No,Yes,No,0,United States,California,Sierraville,96126,39.559709,-120.345639,227,Q3,Yes,1,19,None,Yes,5.93,Yes,Yes,Fiber Optic,51,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.95,1875.55,0.0,0,112.66999999999999,1988.22,3,Churned,Yes,73,4072,Other,Poor expertise of online support
1086-LXKFY,Female,46,No,No,Yes,No,0,United States,California,Westwood,96137,40.271535,-121.018087,4158,Q3,Yes,1,1,Offer E,Yes,16.55,No,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.1,69.1,0.0,0,16.55,85.64999999999999,1,Churned,Yes,92,4779,Other,Don't know
7774-OJSXI,Male,53,No,No,No,No,0,United States,California,South Lake Tahoe,96150,38.911577,-120.106169,33038,Q3,No,0,31,None,Yes,9.27,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.45,3066.45,0.0,0,287.37,3353.8199999999997,3,Churned,Yes,65,5387,Dissatisfaction,Poor expertise of phone support
7786-WBJYI,Female,31,No,No,No,No,0,United States,California,San Diego,92130,32.957195,-117.202542,28201,Q3,No,0,4,None,Yes,30.95,Yes,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.95,305.55,0.0,0,123.8,429.35,2,Churned,Yes,89,5365,Competitor,Competitor made better offer
5016-ETTFF,Male,46,No,No,No,No,0,United States,California,Los Angeles,90016,34.028331,-118.354338,46984,Q3,No,0,10,Offer D,No,0.0,No,Yes,DSL,30,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,29.5,255.25,0.0,40,0.0,295.25,3,Churned,Yes,69,3797,Dissatisfaction,Service dissatisfaction
3866-MDTUB,Female,64,No,No,No,No,0,United States,California,Los Angeles,90017,34.052842,-118.264495,20692,Q3,No,0,2,None,Yes,26.93,No,Yes,DSL,10,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.75,146.9,0.0,0,53.86,200.76,1,Churned,Yes,72,3257,Attitude,Attitude of support person
0697-ZMSWS,Male,19,Yes,No,No,No,0,United States,California,Los Angeles,90023,34.017697,-118.200577,47487,Q3,No,0,4,None,Yes,6.91,Yes,Yes,Fiber Optic,53,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,338.9,0.0,0,27.64,366.53999999999996,1,Churned,Yes,87,2330,Dissatisfaction,Limited range of services
7593-XFKDI,Male,39,No,No,No,No,0,United States,California,Los Angeles,90031,34.085807,-118.206617,38415,Q3,No,0,1,None,Yes,48.22,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,46.3,46.3,0.0,0,48.22,94.52,1,Churned,Yes,73,3017,Price,Extra data charges
0337-CNPZE,Female,63,No,No,No,No,0,United States,California,Los Angeles,90033,34.050198,-118.210946,49431,Q3,No,0,41,None,Yes,10.43,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,106.3,4443.45,0.0,130,427.63,5001.08,2,Churned,Yes,85,5383,Price,Price too high
1513-XNPPH,Female,36,No,No,No,No,0,United States,California,Los Angeles,90037,34.002642,-118.287596,56709,Q3,No,0,12,Offer D,Yes,17.46,No,Yes,Fiber Optic,9,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,1095.65,0.0,0,209.52,1305.17,1,Churned,Yes,79,5047,Dissatisfaction,Product dissatisfaction
6347-DCUIK,Male,28,Yes,No,No,No,0,United States,California,Los Angeles,90043,33.988543,-118.334081,44764,Q3,No,0,10,Offer D,Yes,29.24,Yes,Yes,Fiber Optic,85,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,74.15,811.8,0.0,0,292.4,1104.1999999999998,1,Churned,Yes,90,4231,Attitude,Attitude of support person
0897-FEGMU,Female,43,No,No,Yes,No,0,United States,California,Los Angeles,90048,34.072945,-118.37267,21739,Q3,Yes,1,11,Offer D,Yes,31.08,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.5,1056.95,0.0,0,341.88,1398.83,3,Churned,Yes,84,5286,Dissatisfaction,Network reliability
7663-RGWBC,Male,44,No,No,No,No,0,United States,California,Los Angeles,90049,34.091829,-118.491244,33523,Q3,No,0,1,None,Yes,8.77,No,Yes,DSL,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.15,44.15,0.0,0,8.77,52.92,1,Churned,Yes,90,4773,Other,Don't know
